content,sentiment,processed
"Alo đặt bánh gạo lắc phô mai, phô mai que lắc phô mai với bánh gạo nhân phô mai sốt cay mà shop giao cái j z ?? giao bánh gạo nhân phô mai lắc phô mai làm cái gì trời ơi",neg,alo bánh gạo lắc phô_mai phô_mai que lắc phô_mai bánh gạo nhân phô_mai sốt_cay shop giao z giao bánh gạo nhân phô_mai lắc phô_mai trời_ơi
Phần bánh gạo 30k quá tệ.cứng còn bị cháy quá thất vọng sẽ k mua lại,neg,bánh gạo 30k tệ cứng cháy thất_vọng không mua
phần bánh tráng đặc biệt 25k mà ko có nổi 1 cái trứng.mà nếu có hết thì cũng phải báo cho khách biết đằng này ko báo ko rành gì quá thất vọng,neg,bánh_tráng đặc_biệt 25k không nổi 1 trứng báo đằng không báo không rành thất_vọng
"Giao sai bánh, nhưng lỡ rồi thôi, bánh đặt là bánh chà bông có trứng chính giữa và bánh chà bông xúc xích. Tới khi nhận lại nhận được 1 bánh chà bông xúc xích và ổ bánh chà bông ko trứng",neg,giao sai bánh lỡ bánh bánh chà_bông trứng bánh chà_bông xúc_xích 1 bánh chà_bông xúc_xích ổ bánh chà_bông không trứng
"Mình đặt trà sữa truyền thống, tưởng trong đó có gồm luôn trân châu ( vì hình ảnh là full ly trà sữa trân châu). Nhận hàng ko có trân châu bực gì đâu, nếu k gồm thì đừng để hình có trân châu như vậy.",neg,trà sữa truyền_thống tưởng trân_châu hình_ảnh full ly trà sữa trân_châu hàng không trân_châu bực không đừng hình trân_châu như_vậy
k cho muỗng đũa thì ăn kiểu gì,neg,không muỗng đũa kiểu
Ủa r ăn bóc hả shop. Nên chú ý về việc này ạ. Chứ e ăn như Ấn Độ luôn r,neg,r bóc hả shop chú_ý e ấn độ r
"nhân gì được có vài cọng giá chả có miếng thịt bé nào
sẽ ko mua lại lần 2",neg,nhân cọng giá chả miếng thịt bé nàosẽ không mua 2
"30k mà có miếng cơm mà k có canh luôn vãi thiệt á, dặn cho cơm nhiều rồi",neg,30k miếng cơm không canh vãi thiệt dặn cơm
"Mình đặt gà luộc shop giao gà chiên , không hài lòng ",neg,gà luộc shop giao gà chiên không hài_lòng
"Cách đóng gói sạch sẽ nhưng khâu bảo quản thực phẩm lại không tốt. Mình ăn trúng nửa viên cá viên bị hư. Miếng mực hay bạch tuộc gì đó cũng ko ổn. Có rau và nấm là ổn. 
Với mức giá như vậy mà ăn trúng thực phẩm hư thì không hài lòng chút nào. Mong quán chọn lựa thực phẩm kĩ hơn",neg,đóng_gói sạch_sẽ khâu bảo_quản thực_phẩm không tốt trúng nửa viên cá viên hư miếng mực bạch_tuộc không ổn rau nấm ổn giá_như trúng_thực_phẩm hư không hài_lòng chút mong quán chọn_lựa thực_phẩm kĩ
"Không ngon, cơm khê, hành phi ỉu, không nên ăn ở đây nhé mọi người",neg,không ngon cơm_khê hành phi_ỉu không ăn_ở
"Gà viên món nào cũng quá cứng, lần sau sẽ không mua quán này nữa",neg,gà viên món cứng không mua quán
không cho tương ớt . với nước tương 🥲 ăn bằng gì hả quán . muỗng đũa cũng ko có .,neg,không tương_ớt tương 🥲 hả quán muỗng đũa không
Phở xào hơi khô,neg,phở xào hơi khô
"Giao sai món, quá tệ. Đã 2 lần giao sai món rồi không bao giờ đặt lại nữa",neg,giao sai món tệ 2 giao sai món không bao_giờ
"Sai món, đặt matcha nhưng lại đưa sữa tươi, bánh tráng dở, giá mắc, ko quay lại",neg,sai món matcha sữa_tươi bánh_tráng dở giá mắc không
gọi cơm đùi gà ship cơn sườnn . không có lần sau đặt quán này,neg,gọi cơm đùi gà ship sườnn không quán
"Quán không cho thìa, gọi không ăn được luôn ạ, nóng nhưng dạng cháo cháo dinh dưỡng",neg,quán không thìa gọi không nóng dạng cháo cháo dinh_dưỡng
"cayyyy gì đâu á, đặt suất thường rồi mờ , hu hu, chán ☹️☹️",neg,cay suất mờ hu_hu chán ☹ ️ ☹ ️
"Mọi hôm vẫn thấy đầy, hôm nay cầm nhẹ hơn bình thường, mở ra còn 1 nửa giống đồ ăn thừa",neg,hôm hôm_nay cầm nhẹ bình_thường 1 nửa đồ thừa
"trân trâu bé,nhiều đá,ngọt quá,cốc lỏng lẻo,không giống trên hình quán để trên web,...đánh giá không ngon",neg,trân trâu bé đá cốc lỏng_lẻo không hình quán web đánh_giá không ngon
"Dở, hôi, dơ. Phá lấu quá tanh. Trong xôi có tóc. Quá dơ ko bao giờ quay lại. MẮC",neg,dở hôi dơ phá lấu xôi tóc dơ không bao_giờ mắc
Đặt trứng kho nhưng Ship trứng rán cũng k báo lại khách mà tự đổi cho khách,neg,trứng kho ship trứng rán không báo đổi
"Bún Bò chị Bo khum ngon, khá dở nhen, nhưng đóng gói xịn xò lắm",neg,bún_bò bo khum ngon khá dở nhen đóng_gói xịn xò lắm
"Quá nhiều đá, ít milo, nhạt, lượng topping không xứng với giá tiền, nhạt không ngon",neg,đá milo nhạt topping không xứng giá tiền nhạt không ngon
nhìn hộp cơm chán thiệt mn ạ vì app bắt mình phải điền đủ 15 từ nên mình....,neg,hộp cơm chán thiệt mn app bắt điền 15
"Loãng, nhạt, đặt thêm topping mà không có. Mong quán cải thiện để tốt hơn",neg,loãng nhạt topping không mong quán cải_thiện tốt
mua cơm gà quay nhưng không thấy gà đâu : )))) ???? trời ơi là trời,neg,mua cơm gà không gà trời ơi_là trời
"Cf muối ngon nhưng sinh tố thì quá ngọt ko thể uống được 
Quán chú ý giảm nước đường lại ạ.",neg,cf muối ngon sinh_tố không_thể uống quán chú_ý đường
Không có hộp đựng với dụng cụ ăn sao ăn được với lại nước lèo nguội,neg,không hộp đựng dụng_cụ nước_lèo nguội
Nhạt chán không phải sốt vang mà là sốt nước. Không bát đũa thì hay gì cả 2 cái túi nilong,neg,nhạt chán không sốt vang sốt không bát đũa 2 túi nilong
Mình có gọi thêm chả gà nấm nhưng cả 2 hộp đều kh có 😀 tiền thì vẫn thu đủ ?,neg,gọi chả gà nấm 2 hộp không 😀 tiền thu
"thịt trắng như thịt luộc, vô hình còn được màu hồng, chứ ở ngoài trắng tái luôn í",neg,thịt trắng thịt luộc vô_hình màu hồng trắng tái í
ship có 200m nhưng 1 miếng thì nóng hổi còn 1 miếng kiểu gà cũ lạnh ngắt,neg,ship 200m 1 miếng nóng_hổi 1 miếng kiểu gà cũ lạnh_ngắt
"Rau rửa không sạch, có rau héo, bị sâu, còn dính đất, có kiến! Không đảm bảo vệ sinh lắm",neg,rau rửa không sạch rau héo sâu dính đất kiến không đảm_bảo_vệ_sinh lắm
"Thật sự không hài lòng
bánh tráng trộn thì phải tự trộn, k có bò khô nữa
mì cay cũng k ngon nốt 
trà sữa thì k có vị sữa cũng k có mùi trà 
thất vọng thật sự",neg,thật_sự không hài lòngbánh tráng trộn trộn không bò khô nữamì cay không ngon nốt trà sữa không vị sữa không mùi trà thất_vọng thật_sự
Sản phẩm giá thành cao nhưng lượng lại không xứng với giá thành. Vô cùng thất vọng!,neg,sản_phẩm giá_thành không xứng giá_thành vô_cùng thất_vọng
"dặn cho nhiều ớt mà chả thấy tẹo ớt nào
bánh mỳ kém chất lượng, rau héo",neg,dặn ớt chả tẹo ớt nàobánh mỳ kém chất_lượng rau héo
"đặt xôi chả trứng thì lấy thịt chả :)) làm ăn vớ vẩn sẽ k có lần sau , thịt thì mỡ",neg,xôi chả trứng thịt chả vui làm_ăn vớ_vẩn không thịt mỡ
Không nghe mùi bưởi. nước thì bị nhẫn nhẫn. kiểu khó uống luôn. ly thì bị hôi nhựa,neg,không mùi bưởi nhẫn nhẫn kiểu uống ly hôi_nhựa
"1 xíu ốc, ko có chả gì hết mà 45k má ơi, 1 lần rồi thôi ko bao giờ quay lại",neg,1 xíu ốc không chả 45k má 1 không bao_giờ
sữa chua lỏng như nước dở tệ .không bao giờ đặt lại. thật là thất vọng.,neg,sữa_chua lỏng dở_tệ không bao_giờ thất_vọng
"Bánh canh k ngon 
k đũa k thìa
Chả cá thì thái mỏng dí 
đóng gói thì ổn",neg,bánh_canh không ngon không đũa không thìachả cá thái mỏng dí đóng_gói ổn
Canh có gì bẩn bẩn rơi vào cơm Hnay k ngon như hôm trước hạt cứng hạt mềm.,neg,canh bẩn bẩn rơi cơm hnay không ngon hôm hạt cứng hạt mềm
Đặt trà sữa thêm trân châu. Nhưng Cửa hàng Bỏ thiếu trân châu. Nên kiểm tra kĩ đơn hàng!!!!!!,neg,trà sữa trân_châu cửa_hàng trân_châu kiểm_tra kĩ đơn hàng
Phần 30K không có thịt nướng. Cửa hàng nên sửa lại để khách hàng khỏi nhầm lẫn,neg,30k không thịt nướng cửa_hàng sửa khách_hàng nhầm_lẫn
"Mình đặt phúc bồn tử và dừa nhưng lại giao sầu riêng :((
Gặp ngay đứa ko ăn đc sầu riêng, buồn luônnnn",neg,phúc bồn tử dừa giao sầu_riêng buồngặp đứa không đc sầu_riêng buồn
"quán bán bánh mì nguội để từ hôm qua đến giờ hả, vừa nguội vừa dỡ",neg,quán bánh_mì nguội hôm_qua hả nguội dỡ
"không có rau củ, trong ghi chú thì nói có rau củ nhưng thực tế thì không",neg,không rau củ ghi_chú rau củ thực_tế không
"Bánh rất ít, con gái ăn cũng kh no, nói chi con trai, giá không phù hợp với số lượng",neg,bánh con_gái không no chi con_trai giá không phù_hợp số_lượng
"Không phải 1 sợi tóc, mà bên trong còn 1 chùm tóc luôn ôi quán ơi 🤮🤮🤮",neg,không 1 sợi tóc 1 chùm tóc ôi quán 🤮
"giao hàng ko đúng yêu cầu, mặc dù đã điện báo quán . shipper thì giao đồ cọc",neg,giao hàng không đúng yêu_cầu mặc_dù điện_báo quán shipper giao đồ cọc
mắm hư đã để qua ngày.. có mùi ôi thiu.. thất vọng về quán ăn,neg,mắm hư qua_ngày mùi ôi thiu thất_vọng quán
"Chê, cơm thiu, đề nghị quán nghỉ bán ! Không bao giờ ăn thêm 1 lần nữa",neg,chê cơm thiu đề_nghị quán nghỉ không bao_giờ 1
"sườn quá mỏng , cách trình bày chán , bù lại canh ngon , không được hài lòng với cơm sường",neg,sườn mỏng trình_bày chán bù canh ngon không hài_lòng cơm sường
"1 phần bún đặc biệt 42k không giống như miêu tả( không có giờ, sườn)",neg,1 bún đặc_biệt 42k không miêu_tả không sườn
"rõ ràng là đặt cả cơm thêm mà giao k có vậy ?, bị lần thứ 2 r mới đánh giá!",neg,rõ_ràng cơm giao không 2 r đánh_giá
"Chè sầu chua loét, chứng tỏ để rất lâu r vẫn bán cho khách. Bún thịt nướng ăn được",neg,chè sầu chua_loét chứng_tỏ r bún thịt nướng
"nước ngon mà pha sữa dừa, khoai môn nên ko nghe mùi rau má nữa.
mình đặt size lớn + 2 loại thạch mà ly như này thì mắc quá.",neg,ngon pha sữa dừa khoai_môn không mùi rau_má size 2 thạch ly mắc
Hôm trước mình đặt đồ ăn khá nhiều nhưng hôm nay cực ít luôn. Với giá tiền này thì không hợp lí.,neg,hôm đồ khá hôm_nay cực giá tiền không hợp_lí
"Thịt chua như thịt hư hỏng,cơm thì gạo chưa chín ăn cứ sực sực không ăn được gì hết",neg,thịt chua thịt hư_hỏng cơm gạo chín sực sực không
"Hamburger bò trứng giao thiếu trứng
Hamburger bò trứng giao thiếu trứng

Hamburger bò trứng giao thiếu trứng

Hamburger bò trứng giao thiếu trứng",neg,hamburger bò trứng giao trứnghamburger bò trứng giao trứnghamburger bò trứng giao trứnghamburger bò trứng giao trứng
Order phần nui thêm xương mà quán không cho xương. quán cần để ý hơn,neg,order nui xương quán không xương quán để_ý
"Lần nay giao đến cho mình bịch rách và không có mắm tôm, nước lèo nguội",neg,giao bịch rách không mắm_tôm nước_lèo nguội
"Quán cho mình hỏi đây là gì ạ?! 
Thực sự không phải mình khó tính 
Nhưng như thế này thì hơi sợ, mong quán chú ý hơn ạ",neg,quán thực_sự không khó_tính hơi sợ mong quán chú_ý
Mình đã ăn rất nhiều lần nhưng đóng gói quá sơ sài làm đổ hết sốt ra ngoài,neg,đóng_gói sơ_sài đổ sốt
"Mua Combo 6,nhưng hình ảnh quảng cáo gà phô mai nhưng không phải gà phô mai",neg,mua combo 6 hình_ảnh quảng_cáo gà phô_mai không gà phô_mai
nói thật đồ uống ở đây ngon nhưng đồ ăn không xứng với giá tiền!,neg,đồ uống ngon đồ ăn_không xứng giá tiền
trà đào cho quá nhiều đường nhưng đánh ko tan. 1 lớp đường dưới đáy ly nhìn mà ớn lạnh,neg,trà đào đường đánh không tan 1 lớp đường đáy ly ớn lạnh
"Trà sữa rất nhạt, như kiểu để lâu tan đá, không ngon  như lúc trước",neg,trà sữa nhạt kiểu tan đá không ngon
Giao hàng lâu quá. Chờ mãi mới tới nơi. Chưa uống nên chưa biết vị như nào . Sẽ đánh giá lại vào lần tới,neg,giao hàng chờ mãi uống vị đánh_giá
"uống mấy lần nhưng mà hôm nay giao nước dừa bị hư,   có mùi không uống đươc",neg,uống mấy hôm_nay giao dừa hư mùi không uống đươc
Quán nên cho nhiều rau hơn vì thịt đã ít rồi mà lại không có rau mấy ăn chỉ thấy mì không thôi,neg,quán rau thịt mà_lại không rau mấy mì không
treo đầu dê bán thịt chó nghĩ sao sườn trứng bán như thế này đây à,neg,treo đầu dê thịt chó sườn trứng
"Chưa bao giờ ăn suất cơm rang nào tệ thế này, dưa bỏ thì độn toàn dưa, được 3 muếng thịt bò lèo tèo, đã thế dưa chua còn k vắt nước, chua lòm ạ, thề là cơm rang chán vcl, không bao giờ mua lại",neg,bao_giờ suất cơm_rang tệ dưa độn toàn dưa 3 muếng thịt bò lèo_tèo dưa chua không vắt chua_lòm thề cơm_rang chán vcl không bao_giờ mua
"đặt 3 ly cho 2 ống hút ,uống trà sữa mà không có ống hút sao uống",neg,3 ly 2 ống hút uống trà sữa không ống hút uống
"Ly bị vỡ khi giao hàng đen nhà và đổ hết ra ngoài
Và ko uống đc",neg,ly vỡ giao hàng đen đổ ngoàivà không uống đc
Mình đặt 1 phần đặt biệt có nói quán ko lấy bánh tôm thôi mà giao cho mình ko có nem ko có giá nhìn phần ăn ko hài lòng chút nào,neg,1 biệt quán không bánh_tôm giao không nem không có_giá ăn_không hài_lòng chút
"Bánh mì và thịt rất nguội , không ngon , nên làm nóng trước khi giao cho khách",neg,bánh_mì thịt nguội không ngon nóng giao
"mua 20k trực tiếp rẻ hơn 25k trên loship, 25k mà ít đồ ăn quá",neg,mua 20k trực_tiếp rẻ 25k loship 25k đồ
Mình đã nhận hàng và cảm thấy không giống hình bên cạnh đó chất lượng không tốt và ăn không ngon,neg,hàng cảm_thấy không hình cạnh chất_lượng không tốt ăn_không ngon
